candidate_id,name,smiles,canonical_isomeric_smiles,full_inchi_key,connectivity_key,fragment_parent_key,uncharged_parent_key,canonical_tautomer_key,experimental_dg_kcal_mol,temperature_k,hscp_units,standard_state,sign_convention,heavy_atom_count,molecular_weight,n_eligible_measurement_rows,n_independent_source_refs,source_record_ids,source_refs,source_dois,target_scope_compatible,known_registry_conflict,scientifically_eligible,overlap_endpoint_public_1280_exact,overlap_endpoint_public_1280_standardized,overlap_endpoint_arrow_85_exact,overlap_endpoint_arrow_85_standardized,overlap_teacher_combisolv_qm_exact,overlap_teacher_combisolv_qm_standardized,overlap_teacher_abraham_exact,overlap_teacher_abraham_standardized,overlap_teacher_openff_exact,overlap_teacher_openff_standardized,overlap_teacher_gbn2_exact,overlap_teacher_gbn2_standardized,overlap_teacher_molsolv_smd_exact,overlap_teacher_molsolv_smd_standardized,overlap_teacher_confsolv_exact,overlap_teacher_confsolv_standardized,any_endpoint_overlap,any_teacher_source_overlap,endpoint_disjoint_eligible,strict_response_source_disjoint,endpoint_cohort_exclusion_reason
OEYKUHBCPJRXGZ,"2-bromo-4,6-dichloro-1-methoxybenzene",COc1c(Cl)cc(Cl)cc1Br,COc1c(Cl)cc(Cl)cc1Br,OEYKUHBCPJRXGZ-UHFFFAOYSA-N,OEYKUHBCPJRXGZ,OEYKUHBCPJRXGZ,OEYKUHBCPJRXGZ,OEYKUHBCPJRXGZ,-1.8973491088834296,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,255.926,2,2,SANDER-42143;SANDER-42144,3118;1524,10.1016/J.CHROMA.2004.12.027;10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OIHHRLYOSUNYTC,"3-bromo-2,4,6-trichloro-1-methoxybenzene",COc1c(Cl)cc(Cl)c(Br)c1Cl,COc1c(Cl)cc(Cl)c(Br)c1Cl,OIHHRLYOSUNYTC-UHFFFAOYSA-N,OIHHRLYOSUNYTC,OIHHRLYOSUNYTC,OIHHRLYOSUNYTC,OIHHRLYOSUNYTC,-1.9021273169042503,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,290.371,1,1,SANDER-42155,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OJYLAHXKWMRDGS,zingerone,COc1cc(CCC(C)=O)ccc1O,COc1cc(CCC(C)=O)ccc1O,OJYLAHXKWMRDGS-UHFFFAOYSA-N,OJYLAHXKWMRDGS,OJYLAHXKWMRDGS,OJYLAHXKWMRDGS,OJYLAHXKWMRDGS,-10.195632173518485,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,14,194.23,1,1,SANDER-24533,3723,10.1021/ACS.EST.9B06443,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,
OMDFJTSKBNDDRM,1-nitrooxy-2-propanol,CC(O)CO[N+](=O)[O-],CC(O)CO[N+](=O)[O-],OMDFJTSKBNDDRM-UHFFFAOYSA-N,OMDFJTSKBNDDRM,OMDFJTSKBNDDRM,OMDFJTSKBNDDRM,OMDFJTSKBNDDRM,-7.41558521612978,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,8,121.09199999999998,1,1,SANDER-27565;SANDER-27566;SANDER-27567,548,10.1021/ES960538Y,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,
ONUFSRWQCKNVSL,decafluorobiphenyl,Fc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,ONUFSRWQCKNVSL-UHFFFAOYSA-N,ONUFSRWQCKNVSL,ONUFSRWQCKNVSL,ONUFSRWQCKNVSL,ONUFSRWQCKNVSL,-1.6648503859974622,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,22,334.1119999999999,1,1,SANDER-31921,2891,10.1021/JE3010535,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
OTFNCXLUCRUNCH,"1,2,4-trichloro-3-methoxybenzene",COc1c(Cl)ccc(Cl)c1Cl,COc1c(Cl)ccc(Cl)c1Cl,OTFNCXLUCRUNCH-UHFFFAOYSA-N,OTFNCXLUCRUNCH,OTFNCXLUCRUNCH,OTFNCXLUCRUNCH,OTFNCXLUCRUNCH,-1.9243773404339863,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,211.475,2,2,SANDER-38170;SANDER-38171,3118;1524,10.1016/J.CHROMA.2004.12.027;10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
OTQFXRBLGNEOGH,"1,3,6,8-tetrachlorodibenzo-$p$-dioxin",Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,OTQFXRBLGNEOGH-UHFFFAOYSA-N,OTQFXRBLGNEOGH,OTQFXRBLGNEOGH,OTQFXRBLGNEOGH,OTQFXRBLGNEOGH,-3.4657290661330857,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,321.97399999999993,1,1,SANDER-38984,2537,10.1016/0045-6535(85)90169-9,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OTTCXKPQKOLSJN,"1,3,5,7-tetrachloronaphthalene",Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,OTTCXKPQKOLSJN-UHFFFAOYSA-N,OTTCXKPQKOLSJN,OTTCXKPQKOLSJN,OTTCXKPQKOLSJN,OTTCXKPQKOLSJN,-2.9228405979354397,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,14,265.95399999999995,1,1,SANDER-35235,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
OWIKHYCFFJSOEH,isocyanic acid,N=C=O,N=C=O,OWIKHYCFFJSOEH-UHFFFAOYSA-N,OWIKHYCFFJSOEH,OWIKHYCFFJSOEH,OWIKHYCFFJSOEH,OWIKHYCFFJSOEH,-3.705961040321237,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,3,43.025,3,3,SANDER-30537;SANDER-30538;SANDER-30539,3525;3411;2805,10.5194/ACP-19-4419-2019;10.5194/ACP-16-703-2016;10.1073/PNAS.1103352108,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,
PGCDNPCENWGYMA,"1,2,3,4,5,8-hexachloronaphthalene",Clc1c(Cl)c(Cl)c2c(Cl)ccc(Cl)c2c1Cl,Clc1c(Cl)c(Cl)c2c(Cl)ccc(Cl)c2c1Cl,PGCDNPCENWGYMA-UHFFFAOYSA-N,PGCDNPCENWGYMA,PGCDNPCENWGYMA,PGCDNPCENWGYMA,PGCDNPCENWGYMA,-4.5876242996777865,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,16,334.84399999999994,1,1,SANDER-35251,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
PLDWAJLZAAHOGG,1-bromo-3-methoxybenzene,COc1cccc(Br)c1,COc1cccc(Br)c1,PLDWAJLZAAHOGG-UHFFFAOYSA-N,PLDWAJLZAAHOGG,PLDWAJLZAAHOGG,PLDWAJLZAAHOGG,PLDWAJLZAAHOGG,-1.7074936013035569,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,187.036,1,1,SANDER-41491,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
PNLDDSLZYVNPQW,"6-bromo-2,3-dichloro-1-methoxybenzene",COc1c(Br)ccc(Cl)c1Cl,COc1c(Br)ccc(Cl)c1Cl,PNLDDSLZYVNPQW-UHFFFAOYSA-N,PNLDDSLZYVNPQW,PNLDDSLZYVNPQW,PNLDDSLZYVNPQW,PNLDDSLZYVNPQW,-1.9585971639928252,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,255.926,1,1,SANDER-42152,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
PNQBEPDZQUOCNY,trifluoroacetylchloride,O=C(Cl)C(F)(F)F,O=C(Cl)C(F)(F)F,PNQBEPDZQUOCNY-UHFFFAOYSA-N,PNQBEPDZQUOCNY,PNQBEPDZQUOCNY,PNQBEPDZQUOCNY,PNQBEPDZQUOCNY,-2.3128065893225465,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,7,132.46800000000002,1,1,SANDER-40517;SANDER-40518;SANDER-40519,671,10.1007/978-3-642-61445-3_6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
POIARNZEYGURDG,($E$)-$\beta$-damascenone,C/C=C/C(=O)C1=C(C)C=CCC1(C)C,C/C=C/C(=O)C1=C(C)C=CCC1(C)C,POIARNZEYGURDG-FNORWQNLSA-N,POIARNZEYGURDG,POIARNZEYGURDG,POIARNZEYGURDG,POIARNZEYGURDG,-3.95552367899573,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,14,190.28599999999997,1,1,SANDER-16142,3215,10.1016/J.IJMS.2015.07.015,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,
PPXUHEORWJQRHJ,ethyl 3-methylbutanoate,CCOC(=O)CC(C)C,CCOC(=O)CC(C)C,PPXUHEORWJQRHJ-UHFFFAOYSA-N,PPXUHEORWJQRHJ,PPXUHEORWJQRHJ,PPXUHEORWJQRHJ,PPXUHEORWJQRHJ,-1.9585971639928252,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,130.18699999999998,1,1,SANDER-21112,3215,10.1016/J.IJMS.2015.07.015,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
PSINWXIDJYEXLO,"2,3-diethyl-5-methylpyrazine",CCc1ncc(C)nc1CC,CCc1ncc(C)nc1CC,PSINWXIDJYEXLO-UHFFFAOYSA-N,PSINWXIDJYEXLO,PSINWXIDJYEXLO,PSINWXIDJYEXLO,PSINWXIDJYEXLO,-4.5057723033300405,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,150.225,1,1,SANDER-26138,2389,10.1021/JF9702508,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
PVFOMCVHYWHZJE,trichloroacetylchloride,O=C(Cl)C(Cl)(Cl)Cl,O=C(Cl)C(Cl)(Cl)Cl,PVFOMCVHYWHZJE-UHFFFAOYSA-N,PVFOMCVHYWHZJE,PVFOMCVHYWHZJE,PVFOMCVHYWHZJE,PVFOMCVHYWHZJE,-2.3128065893225465,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,7,181.833,2,2,SANDER-37801;SANDER-37802;SANDER-37803,671;1126,10.1007/978-3-642-61445-3_6;10.1029/93JD02915,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
QGRPVMLBTFGQDQ,1-chloro-2-methoxybenzene,COc1ccccc1Cl,COc1ccccc1Cl,QGRPVMLBTFGQDQ-UHFFFAOYSA-N,QGRPVMLBTFGQDQ,QGRPVMLBTFGQDQ,QGRPVMLBTFGQDQ,QGRPVMLBTFGQDQ,-3.266374329938489,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,142.58499999999998,1,1,SANDER-38153,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
QHTQREMOGMZHJV,S-(4-chlorobenzyl) diethylthiocarbamate,CCN(CC)C(=O)SCc1ccc(Cl)cc1,CCN(CC)C(=O)SCc1ccc(Cl)cc1,QHTQREMOGMZHJV-UHFFFAOYSA-N,QHTQREMOGMZHJV,QHTQREMOGMZHJV,QHTQREMOGMZHJV,QHTQREMOGMZHJV,-5.973688203519483,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,16,257.786,2,2,SANDER-44328;SANDER-44329,2538;2229,10.1584/JPESTICS.18.3_201;10.1016/0045-6535(89)90482-7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
QJPJQTDYNZXKQF,1-bromo-4-methoxybenzene,COc1ccc(Br)cc1,COc1ccc(Br)cc1,QJPJQTDYNZXKQF-UHFFFAOYSA-N,QJPJQTDYNZXKQF,QJPJQTDYNZXKQF,QJPJQTDYNZXKQF,QJPJQTDYNZXKQF,-1.9585971639928252,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,187.036,1,1,SANDER-41492,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
QKMNFFSBZRGHDJ,"1,4-dichloro-2-methoxybenzene",COc1cc(Cl)ccc1Cl,COc1cc(Cl)ccc1Cl,QKMNFFSBZRGHDJ-UHFFFAOYSA-N,QKMNFFSBZRGHDJ,QKMNFFSBZRGHDJ,QKMNFFSBZRGHDJ,QKMNFFSBZRGHDJ,-2.3417140272869985,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,177.02999999999997,1,1,SANDER-38160,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
QNPFFCQTVXPCLD,PFBHA-crotonaldehyde,CC=CC=NOCc1c(F)c(F)c(F)c(F)c1F,CC=CC=NOCc1c(F)c(F)c(F)c(F)c1F,QNPFFCQTVXPCLD-UHFFFAOYSA-N,QNPFFCQTVXPCLD,QNPFFCQTVXPCLD,QNPFFCQTVXPCLD,QNPFFCQTVXPCLD,-1.6736281013538763,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,265.1809999999999,1,1,SANDER-32471,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
QTGGFXPTAQEODO,MCM:ISOPBOOH,C=CC(C)(CO)OO,C=CC(C)(CO)OO,QTGGFXPTAQEODO-UHFFFAOYSA-N,QTGGFXPTAQEODO,QTGGFXPTAQEODO,QTGGFXPTAQEODO,QTGGFXPTAQEODO,-8.831385160484244,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,8,118.132,1,1,SANDER-13510,3578,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
QUGUFLJIAFISSW,"1,4-difluorobenzene",Fc1ccc(F)cc1,Fc1ccc(F)cc1,QUGUFLJIAFISSW-UHFFFAOYSA-N,QUGUFLJIAFISSW,QUGUFLJIAFISSW,QUGUFLJIAFISSW,QUGUFLJIAFISSW,-0.8163503805089578,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,8,114.094,1,1,SANDER-31881,2891,10.1021/JE3010535,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
QUKRIOLKOHUUBM,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl acrylate",C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QUKRIOLKOHUUBM-UHFFFAOYSA-N,QUKRIOLKOHUUBM,QUKRIOLKOHUUBM,QUKRIOLKOHUUBM,QUKRIOLKOHUUBM,-0.6933271819097218,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,32,518.1629999999999,1,1,SANDER-32253,3939,10.1016/J.HAZL.2022.100070,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
QYEGXUUXWMKHHS,"1,2,3,4,5,6,8-heptachloronaphthalene",Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,QYEGXUUXWMKHHS-UHFFFAOYSA-N,QYEGXUUXWMKHHS,QYEGXUUXWMKHHS,QYEGXUUXWMKHHS,QYEGXUUXWMKHHS,-5.149323393799825,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,17,369.2889999999999,1,1,SANDER-35259,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
RFFOTVCVTJUTAD,1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptane,CC(C)C12CCC(C)(CC1)O2,CC(C)C12CCC(C)(CC1)O2,RFFOTVCVTJUTAD-UHFFFAOYSA-N,RFFOTVCVTJUTAD,RFFOTVCVTJUTAD,RFFOTVCVTJUTAD,RFFOTVCVTJUTAD,-2.7084854415504074,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,154.253,1,1,SANDER-24127,2955,10.1021/JE700418A,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,
RFUGYJHXLQAXOX,"2,6-dibromo-3,4,5-trichloro-1-methoxybenzene",COc1c(Br)c(Cl)c(Cl)c(Cl)c1Br,COc1c(Br)c(Cl)c(Cl)c(Cl)c1Br,RFUGYJHXLQAXOX-UHFFFAOYSA-N,RFUGYJHXLQAXOX,RFUGYJHXLQAXOX,RFUGYJHXLQAXOX,RFUGYJHXLQAXOX,-1.8127670246641712,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,13,369.267,1,1,SANDER-42168,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
RGXWDWUGBIJHDO,ethyl decanoate,CCCCCCCCCC(=O)OCC,CCCCCCCCCC(=O)OCC,RGXWDWUGBIJHDO-UHFFFAOYSA-N,RGXWDWUGBIJHDO,RGXWDWUGBIJHDO,RGXWDWUGBIJHDO,RGXWDWUGBIJHDO,-2.1014820530988474,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,14,200.322,1,1,SANDER-21211,2371,10.1016/J.IJMS.2006.10.016,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
RHLVCLIPMVJYKS,3-octanone,CCCCCC(=O)CC,CCCCCC(=O)CC,RHLVCLIPMVJYKS-UHFFFAOYSA-N,RHLVCLIPMVJYKS,RHLVCLIPMVJYKS,RHLVCLIPMVJYKS,RHLVCLIPMVJYKS,-2.532952404370913,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,128.21499999999995,1,1,SANDER-15867,3719,10.1021/ACS.EST.1C07882,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
RLSQIXNUITTXKZ,PFBHA-octanal,CCCCCCCC=NOCc1c(F)c(F)c(F)c(F)c1F,CCCCCCCC=NOCc1c(F)c(F)c(F)c(F)c1F,RLSQIXNUITTXKZ-UHFFFAOYSA-N,RLSQIXNUITTXKZ,RLSQIXNUITTXKZ,RLSQIXNUITTXKZ,RLSQIXNUITTXKZ,-1.7624653819816083,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,22,323.30499999999995,1,1,SANDER-32467,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
RTNLUFLDZOAXIC,octachloronaphthalene,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,RTNLUFLDZOAXIC-UHFFFAOYSA-N,RTNLUFLDZOAXIC,RTNLUFLDZOAXIC,RTNLUFLDZOAXIC,RTNLUFLDZOAXIC,-4.738644121381529,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,403.7339999999999,1,1,SANDER-35260,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
RUPAXCPQAAOIPB,"(1,1-dimethylethyl)-methanoate",CC(C)(C)OC=O,CC(C)(C)OC=O,RUPAXCPQAAOIPB-UHFFFAOYSA-N,RUPAXCPQAAOIPB,RUPAXCPQAAOIPB,RUPAXCPQAAOIPB,RUPAXCPQAAOIPB,-2.1014820530988474,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,7,102.13299999999998,1,1,SANDER-20216,2646,10.1021/ES049286O,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
RWRBSYOTDDOXKC,2-pentyl nitrate,CCCC(C)O[N+](=O)[O-],CCCC(C)O[N+](=O)[O-],RWRBSYOTDDOXKC-UHFFFAOYSA-N,RWRBSYOTDDOXKC,RWRBSYOTDDOXKC,RWRBSYOTDDOXKC,RWRBSYOTDDOXKC,-1.3049310688072877,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,133.147,2,2,SANDER-27490;SANDER-27491,1024;541,10.1016/S0045-6535(98)00159-3;10.1007/BF00053611,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
RZXIRSKYBISPGF,"2,2',4,4',5,5'-hexabromodiphenyl ether",Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,RZXIRSKYBISPGF-UHFFFAOYSA-N,RZXIRSKYBISPGF,RZXIRSKYBISPGF,RZXIRSKYBISPGF,RZXIRSKYBISPGF,-5.3893266975985,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,19,643.5870000000001,2,2,SANDER-41803;SANDER-41804,3683;2468,10.1016/J.ECOENV.2017.07.024;10.1016/J.ATMOSENV.2005.05.029,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
SFNAUTSNWPPDSY,"2,3,4,4',5-pentabromodiphenyl ether",Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2Br)cc1,Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2Br)cc1,SFNAUTSNWPPDSY-UHFFFAOYSA-N,SFNAUTSNWPPDSY,SFNAUTSNWPPDSY,SFNAUTSNWPPDSY,SFNAUTSNWPPDSY,-4.41157948966362,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,564.6909999999999,2,1,SANDER-41762;SANDER-41763;SANDER-41764,2564,10.1021/JE050308B,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
SJIIFORJBWPNPM,"5-bromo-2,4-dichloro-1-methoxybenzene",COc1cc(Br)c(Cl)cc1Cl,COc1cc(Br)c(Cl)cc1Cl,SJIIFORJBWPNPM-UHFFFAOYSA-N,SJIIFORJBWPNPM,SJIIFORJBWPNPM,SJIIFORJBWPNPM,SJIIFORJBWPNPM,-1.9585971639928252,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,255.926,1,1,SANDER-42151,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
SNGREZUHAYWORS,pentadecafluorooctanoic acid,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SNGREZUHAYWORS-UHFFFAOYSA-N,SNGREZUHAYWORS,SNGREZUHAYWORS,SNGREZUHAYWORS,SNGREZUHAYWORS,-3.4657290661330853,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,25,414.0639999999999,2,2,SANDER-32099;SANDER-32100;SANDER-32101,2816;2566,10.1016/J.ATMOSENV.2008.09.008;10.1021/JE600556D,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
