candidate_id,name,smiles,canonical_isomeric_smiles,full_inchi_key,connectivity_key,fragment_parent_key,uncharged_parent_key,canonical_tautomer_key,experimental_dg_kcal_mol,temperature_k,hscp_units,standard_state,sign_convention,heavy_atom_count,molecular_weight,n_eligible_measurement_rows,n_independent_source_refs,source_record_ids,source_refs,source_dois,target_scope_compatible,known_registry_conflict,scientifically_eligible,overlap_endpoint_public_1280_exact,overlap_endpoint_public_1280_standardized,overlap_endpoint_arrow_85_exact,overlap_endpoint_arrow_85_standardized,overlap_teacher_combisolv_qm_exact,overlap_teacher_combisolv_qm_standardized,overlap_teacher_abraham_exact,overlap_teacher_abraham_standardized,overlap_teacher_openff_exact,overlap_teacher_openff_standardized,overlap_teacher_gbn2_exact,overlap_teacher_gbn2_standardized,overlap_teacher_molsolv_smd_exact,overlap_teacher_molsolv_smd_standardized,overlap_teacher_confsolv_exact,overlap_teacher_confsolv_standardized,any_endpoint_overlap,any_teacher_source_overlap,endpoint_disjoint_eligible,strict_response_source_disjoint,endpoint_cohort_exclusion_reason
VZRSUQWPXPUWCS,"4-bromo-2,3,6-trichloro-1-methoxybenzene",COc1c(Cl)cc(Br)c(Cl)c1Cl,COc1c(Cl)cc(Br)c(Cl)c1Cl,VZRSUQWPXPUWCS-UHFFFAOYSA-N,VZRSUQWPXPUWCS,VZRSUQWPXPUWCS,VZRSUQWPXPUWCS,VZRSUQWPXPUWCS,-1.9021273169042503,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,290.371,1,1,SANDER-42157,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
WDRCOFFEZVLCLX,"2,3-dibromo-5,6-dichloro-1-methoxybenzene",COc1c(Cl)c(Cl)cc(Br)c1Br,COc1c(Cl)c(Cl)cc(Br)c1Br,WDRCOFFEZVLCLX-UHFFFAOYSA-N,WDRCOFFEZVLCLX,WDRCOFFEZVLCLX,WDRCOFFEZVLCLX,WDRCOFFEZVLCLX,-1.846249658720261,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,334.8219999999999,1,1,SANDER-42167,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
WHHGLZMJPXIBIX,decabromodiphenyl ether,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,WHHGLZMJPXIBIX-UHFFFAOYSA-N,WHHGLZMJPXIBIX,WHHGLZMJPXIBIX,WHHGLZMJPXIBIX,WHHGLZMJPXIBIX,-6.343123108603918,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,23,959.171,2,2,SANDER-41870;SANDER-41871,3683;2468,10.1016/J.ECOENV.2017.07.024;10.1016/J.ATMOSENV.2005.05.029,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
WHRDPXDGAMJNGH,"2,6-dibromo-4-chloro-1-methoxybenzene",COc1c(Br)cc(Cl)cc1Br,COc1c(Br)cc(Cl)cc1Br,WHRDPXDGAMJNGH-UHFFFAOYSA-N,WHRDPXDGAMJNGH,WHRDPXDGAMJNGH,WHRDPXDGAMJNGH,WHRDPXDGAMJNGH,-2.135701876657686,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,300.37699999999995,2,2,SANDER-42163;SANDER-42164,3118;1524,10.1016/J.CHROMA.2004.12.027;10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
WQZKKVJFBZPJSU,3-pentyl nitrate,CCC(CC)O[N+](=O)[O-],CCC(CC)O[N+](=O)[O-],WQZKKVJFBZPJSU-UHFFFAOYSA-N,WQZKKVJFBZPJSU,WQZKKVJFBZPJSU,WQZKKVJFBZPJSU,WQZKKVJFBZPJSU,-1.3288483437607428,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,133.147,1,1,SANDER-27502,1024,10.1016/S0045-6535(98)00159-3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
WXCMHFPAUCOJIG,musk ketone,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,WXCMHFPAUCOJIG-UHFFFAOYSA-N,WXCMHFPAUCOJIG,WXCMHFPAUCOJIG,WXCMHFPAUCOJIG,WXCMHFPAUCOJIG,-5.281532589579175,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,21,294.307,1,1,SANDER-31322,3014,10.1021/JE300954S,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
XGXUGXPKRBQINS,"1,5-dibromo-2-methoxybenzene",COc1ccc(Br)cc1Br,COc1ccc(Br)cc1Br,XGXUGXPKRBQINS-UHFFFAOYSA-N,XGXUGXPKRBQINS,XGXUGXPKRBQINS,XGXUGXPKRBQINS,XGXUGXPKRBQINS,-3.141525290295802,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,265.932,1,1,SANDER-41493,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
XTBXSCIWOVSSGB,"2H,2H-perfluorodecanoic acid",O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,XTBXSCIWOVSSGB-UHFFFAOYSA-N,XTBXSCIWOVSSGB,XTBXSCIWOVSSGB,XTBXSCIWOVSSGB,XTBXSCIWOVSSGB,-0.2151376507207325,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,29,478.09799999999984,1,1,SANDER-32115,3939,10.1016/J.HAZL.2022.100070,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
XYBSIYMGXVUVGY,"2,2',4,4'-tetrabromodiphenyl ether",Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,XYBSIYMGXVUVGY-UHFFFAOYSA-N,XYBSIYMGXVUVGY,XYBSIYMGXVUVGY,XYBSIYMGXVUVGY,XYBSIYMGXVUVGY,-4.548110664011599,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,17,485.795,4,3,SANDER-41662;SANDER-41663;SANDER-41664;SANDER-41665;SANDER-41666,3683;2564;2468,10.1016/J.ECOENV.2017.07.024;10.1021/JE050308B;10.1016/J.ATMOSENV.2005.05.029,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
YAWIAFUBXXPJMQ,"4,4'-dibromodiphenyl ether",Brc1ccc(Oc2ccc(Br)cc2)cc1,Brc1ccc(Oc2ccc(Br)cc2)cc1,YAWIAFUBXXPJMQ-UHFFFAOYSA-N,YAWIAFUBXXPJMQ,YAWIAFUBXXPJMQ,YAWIAFUBXXPJMQ,YAWIAFUBXXPJMQ,-3.094814183963434,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,15,328.003,3,2,SANDER-41616;SANDER-41617;SANDER-41618,2564;2496,10.1021/JE050308B,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
YJEMGEBDXDPBSP,2-bromo-4-chloro-1-methoxybenzene,COc1ccc(Cl)cc1Br,COc1ccc(Cl)cc1Br,YJEMGEBDXDPBSP-UHFFFAOYSA-N,YJEMGEBDXDPBSP,YJEMGEBDXDPBSP,YJEMGEBDXDPBSP,YJEMGEBDXDPBSP,-2.250382069501203,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,221.481,1,1,SANDER-42139,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
YKQOTQPNOJSJFA,PFBHA-2-pentanone,CCCC(C)=NOCc1c(F)c(F)c(F)c(F)c1F,CCCC(C)=NOCc1c(F)c(F)c(F)c(F)c1F,YKQOTQPNOJSJFA-UHFFFAOYSA-N,YKQOTQPNOJSJFA,YKQOTQPNOJSJFA,YKQOTQPNOJSJFA,YKQOTQPNOJSJFA,-1.3130478087293145,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,19,281.224,1,1,SANDER-32465,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
YSVAURKXNCNUNS,"4-bromo-2,3,5,6-tetrachloro-1-methoxybenzene",COc1c(Cl)c(Cl)c(Br)c(Cl)c1Cl,COc1c(Cl)c(Cl)c(Br)c(Cl)c1Cl,YSVAURKXNCNUNS-UHFFFAOYSA-N,YSVAURKXNCNUNS,YSVAURKXNCNUNS,YSVAURKXNCNUNS,YSVAURKXNCNUNS,-1.852724968524944,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,13,324.81600000000003,1,1,SANDER-42159,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
YXMNEYKMHSBVTD,2-nitrooxy-1-butanol,CCC(CO)O[N+](=O)[O-],CCC(CO)O[N+](=O)[O-],YXMNEYKMHSBVTD-UHFFFAOYSA-N,YXMNEYKMHSBVTD,YXMNEYKMHSBVTD,YXMNEYKMHSBVTD,YXMNEYKMHSBVTD,-7.046500910381195,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,135.119,1,1,SANDER-27610;SANDER-27611,548,10.1021/ES960538Y,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
YZMXEWDTXSTFIJ,"2,4-dibromo-3,5-dichloro-1-methoxybenzene",COc1cc(Cl)c(Br)c(Cl)c1Br,COc1cc(Cl)c(Br)c(Cl)c1Br,YZMXEWDTXSTFIJ-UHFFFAOYSA-N,YZMXEWDTXSTFIJ,YZMXEWDTXSTFIJ,YZMXEWDTXSTFIJ,YZMXEWDTXSTFIJ,-1.846249658720261,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,334.822,1,1,SANDER-42165,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
ZENOXNGFMSCLLL,vanillyl alcohol,COc1cc(CO)ccc1O,COc1cc(CO)ccc1O,ZENOXNGFMSCLLL-UHFFFAOYSA-N,ZENOXNGFMSCLLL,ZENOXNGFMSCLLL,ZENOXNGFMSCLLL,ZENOXNGFMSCLLL,-11.42766999077337,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,154.165,1,1,SANDER-24456,3723,10.1021/ACS.EST.9B06443,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
ZOKXUAHZSKEQSS,"S,S,S-tributyl phosphorotrithioate",CCCCSP(=O)(SCCCC)SCCCC,CCCCSP(=O)(SCCCC)SCCCC,ZOKXUAHZSKEQSS-UHFFFAOYSA-N,ZOKXUAHZSKEQSS,ZOKXUAHZSKEQSS,ZOKXUAHZSKEQSS,ZOKXUAHZSKEQSS,-6.719936881072535,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,17,314.5220000000001,1,1,SANDER-44726,1144,10.1002/ETC.5620090606,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
ZUXVGCIQOSXRJN,"3-bromo-2,5,6-trichloro-1-methoxybenzene",COc1c(Cl)c(Cl)cc(Br)c1Cl,COc1c(Cl)c(Cl)cc(Br)c1Cl,ZUXVGCIQOSXRJN-UHFFFAOYSA-N,ZUXVGCIQOSXRJN,ZUXVGCIQOSXRJN,ZUXVGCIQOSXRJN,ZUXVGCIQOSXRJN,-1.9021273169042503,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,290.371,1,1,SANDER-42156,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
