pool,pool_index,molecule_id,connectivity_key,canonical_smiles,primary_family,scaffold_key,butina_cluster_0_70
public,228,GDOPTJXRTPNYNR-UHFFFAOYSA-N,GDOPTJXRTPNYNR,CC1CCCC1,saturated_hydrocarbon,C1CCCC1,70
public,229,GEAWFZNTIFJMHR-UHFFFAOYSA-N,GEAWFZNTIFJMHR,C=CCCCC=C,alkene_or_diene,ACYCLIC::alkene_or_diene,887
public,230,GECHUMIMRBOMGK-UHFFFAOYSA-N,GECHUMIMRBOMGK,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,amine,O=S(=O)(Nc1ccccn1)c1ccccc1,886
public,231,GEOWCLRLLWTHDN-UHFFFAOYSA-N,GEOWCLRLLWTHDN,O=COc1ccccc1,ester,c1ccccc1,885
public,232,GETTZEONDQJALK-UHFFFAOYSA-N,GETTZEONDQJALK,FC(F)(F)c1ccccc1,carbocyclic_aromatic,c1ccccc1,883
public,233,GFFGJBXGBJISGV-UHFFFAOYSA-N,GFFGJBXGBJISGV,Nc1ncnc2nc[nH]c12,amine,c1ncc2[nH]cnc2n1,882
public,234,GGBJHURWWWLEQH-UHFFFAOYSA-N,GGBJHURWWWLEQH,CCCCC1CCCCC1,saturated_hydrocarbon,C1CCCCC1,97
public,235,GGYKPYDKXLHNTI-UHFFFAOYSA-N,GGYKPYDKXLHNTI,CCC(C)CCCC(C)CCCC(C)CCCC(C)C,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,881
public,236,GHASVSINZRGABV-UHFFFAOYSA-N,GHASVSINZRGABV,O=c1[nH]cc(F)c(=O)[nH]1,aromatic_heterocycle,O=c1cc[nH]c(=O)[nH]1,880
public,237,GHICCUXQJBDNRN-UHFFFAOYSA-N,GHICCUXQJBDNRN,O=C(O)c1ccc(I)cc1,carboxylic_acid,c1ccccc1,5
public,238,GHMLBKRAJCXXBS-UHFFFAOYSA-N,GHMLBKRAJCXXBS,Oc1cccc(O)c1,alcohol_or_phenol,c1ccccc1,879
public,239,GHVNFZFCNZKVNT-UHFFFAOYSA-N,GHVNFZFCNZKVNT,CCCCCCCCCC(=O)O,carboxylic_acid,ACYCLIC::carboxylic_acid,27
public,240,GILIYJDBJZWGBG-REOHCLBHSA-N,GILIYJDBJZWGBG,C[C@H](O)C(F)(F)F,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,877
public,241,GIUGGRUEPHPVNR-UHFFFAOYSA-N,GIUGGRUEPHPVNR,Clc1ccc2c(c1)Oc1ccccc1O2,ether,c1ccc2c(c1)Oc1ccccc1O2,88
public,242,GJMUCDMIIVSROW-UHFFFAOYSA-N,GJMUCDMIIVSROW,CC(C)CC(=O)CC(=O)CC(C)C,ketone,ACYCLIC::ketone,81
public,243,GJRQTCIYDGXPES-UHFFFAOYSA-N,GJRQTCIYDGXPES,CC(=O)OCC(C)C,ester,ACYCLIC::ester,876
public,244,GJYXGIIWJFZCLN-UHFFFAOYSA-N,GJYXGIIWJFZCLN,CCCCC(=O)CC(C)=O,ketone,ACYCLIC::ketone,28
public,245,GLDOVTGHNKAZLK-UHFFFAOYSA-N,GLDOVTGHNKAZLK,CCCCCCCCCCCCCCCCCCO,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,3
public,246,GLUUGHFHXGJENI-UHFFFAOYSA-N,GLUUGHFHXGJENI,C1CNCCN1,amine,C1CNCCN1,875
public,247,GLZPCOQZEFWAFX-JXMROGBWSA-N,GLZPCOQZEFWAFX,CC(C)=CCC/C(C)=C/CO,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,874
public,248,GNKZMNRKLCTJAY-UHFFFAOYSA-N,GNKZMNRKLCTJAY,CC(=O)c1ccc(C)cc1,ketone,c1ccccc1,873
public,249,GOCKDPOEYFOXRC-UHFFFAOYSA-N,GOCKDPOEYFOXRC,C1COCCOCCOCCOCCOC1,ether,C1COCCOCCOCCOCCOC1,872
public,250,GOLQFLZAQJFVTA-UHFFFAOYSA-N,GOLQFLZAQJFVTA,CCCC(=O)c1c(C)[nH]n(-c2ccccc2)c1=O,ketone,O=c1cc[nH]n1-c1ccccc1,11
public,251,GOUHYARYYWKXHS-UHFFFAOYSA-N,GOUHYARYYWKXHS,O=Cc1ccc(C(=O)O)cc1,carboxylic_acid,c1ccccc1,871
public,252,GPHQHTOMRSGBNZ-UHFFFAOYSA-N,GPHQHTOMRSGBNZ,N#Cc1ccncc1,aromatic_heterocycle,c1ccncc1,870
public,253,GPSDUZXPYCFOSQ-UHFFFAOYSA-N,GPSDUZXPYCFOSQ,Cc1cccc(C(=O)O)c1,carboxylic_acid,c1ccccc1,869
public,254,GQPLMRYTRLFLPF-UHFFFAOYSA-N,GQPLMRYTRLFLPF,[N-]=[N+]=O,other,ACYCLIC::other,868
public,255,GQVMHMFBVWSSPF-UHFFFAOYSA-N,GQVMHMFBVWSSPF,CC=C(C)C=CC=C(C)C,alkene_or_diene,ACYCLIC::alkene_or_diene,867
public,256,GRIHRCLOUQZXPD-UHFFFAOYSA-N,GRIHRCLOUQZXPD,COc1cc(C=O)c(Cl)c(OC)c1O,aldehyde,c1ccccc1,865
public,257,GRWFGVWFFZKLTI-UHFFFAOYSA-N,GRWFGVWFFZKLTI,CC1=CCC2CC1C2(C)C,alkene_or_diene,C1=CC2CC(C1)C2,864
public,258,GSOHKPVFCOWKPU-UHFFFAOYSA-N,GSOHKPVFCOWKPU,CC(=O)C(C)C(C)=O,ketone,ACYCLIC::ketone,863
public,259,GTJOHISYCKPIMT-UHFFFAOYSA-N,GTJOHISYCKPIMT,CCCCCCCCCC(C)C,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,100
public,260,GTLACDSXYULKMZ-UHFFFAOYSA-N,GTLACDSXYULKMZ,FC(F)C(F)(F)F,other,ACYCLIC::other,862
public,261,GULQIIBSEHFYOM-UHFFFAOYSA-N,GULQIIBSEHFYOM,O=C(OC1CCCCCC1)c1ccccc1C(=O)OC1CCCCCC1,ester,O=C(OC1CCCCCC1)c1ccccc1C(=O)OC1CCCCCC1,63
public,262,GVEPBJHOBDJJJI-UHFFFAOYSA-N,GVEPBJHOBDJJJI,c1ccc2c(c1)-c1cccc3cccc-2c13,carbocyclic_aromatic,c1ccc2c(c1)-c1cccc3cccc-2c13,861
public,263,GWHJZXXIDMPWGX-UHFFFAOYSA-N,GWHJZXXIDMPWGX,Cc1ccc(C)c(C)c1,carbocyclic_aromatic,c1ccccc1,860
public,264,GWYFCOCPABKNJV-UHFFFAOYSA-N,GWYFCOCPABKNJV,CC(C)CC(=O)O,carboxylic_acid,ACYCLIC::carboxylic_acid,859
public,265,GXDHCNNESPLIKD-UHFFFAOYSA-N,GXDHCNNESPLIKD,CCCCC(C)C,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,100
public,266,GXEGJTGWYVZSNR-UHFFFAOYSA-N,GXEGJTGWYVZSNR,CC1=CCC(=C(C)C)CCC(C)=CCC1,alkene_or_diene,C=C1CC=CCCC=CCC1,92
public,267,GYCKQBWUSACYIF-UHFFFAOYSA-N,GYCKQBWUSACYIF,CCOC(=O)c1ccccc1O,ester,c1ccccc1,44
public,268,GYFAGKUZYNFMBN-UHFFFAOYSA-N,GYFAGKUZYNFMBN,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,carbocyclic_aromatic,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,99
public,269,GYHFUZHODSMOHU-UHFFFAOYSA-N,GYHFUZHODSMOHU,CCCCCCCCC=O,aldehyde,ACYCLIC::aldehyde,16
public,270,GZFGOTFRPZRKDS-UHFFFAOYSA-N,GZFGOTFRPZRKDS,Oc1ccc(Br)cc1,alcohol_or_phenol,c1ccccc1,858
public,271,GZJOPWPCRDKZEZ-UHFFFAOYSA-N,GZJOPWPCRDKZEZ,CCC(=O)c1c(C)[nH]n(-c2ccccc2)c1=O,ketone,O=c1cc[nH]n1-c1ccccc1,11
public,272,GZPHSAQLYPIAIN-UHFFFAOYSA-N,GZPHSAQLYPIAIN,N#Cc1cccnc1,aromatic_heterocycle,c1ccncc1,857
public,273,GZUXJHMPEANEGY-UHFFFAOYSA-N,GZUXJHMPEANEGY,CBr,other,ACYCLIC::other,856
public,274,HBGGXOJOCNVPFY-UHFFFAOYSA-N,HBGGXOJOCNVPFY,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,ester,c1ccccc1,6
public,275,HCDGVLDPFQMKDK-UHFFFAOYSA-N,HCDGVLDPFQMKDK,FC(F)=C(F)C(F)(F)F,alkene_or_diene,ACYCLIC::alkene_or_diene,855
public,276,HCFAJYNVAYBARA-UHFFFAOYSA-N,HCFAJYNVAYBARA,CCCC(=O)CCC,ketone,ACYCLIC::ketone,17
public,277,HCNSRKJNMABDKA-UHFFFAOYSA-N,HCNSRKJNMABDKA,CCCOCCOC(=O)c1ccccc1C(=O)OCCOCCC,ester,c1ccccc1,73
public,278,HCRWJJJUKUVORR-UHFFFAOYSA-N,HCRWJJJUKUVORR,CNc1nc(NC(C)C)nc(SC)n1,amine,c1ncncn1,854
public,279,HCWZEPKLWVAEOV-UHFFFAOYSA-N,HCWZEPKLWVAEOV,Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,carbocyclic_aromatic,c1ccc(-c2ccccc2)cc1,43
public,280,HDPNBNXLBDFELL-UHFFFAOYSA-N,HDPNBNXLBDFELL,COC(C)(OC)OC,ether,ACYCLIC::ether,853
public,281,HEBKCHPVOIAQTA-UHFFFAOYSA-N,HEBKCHPVOIAQTA,OCC(O)C(O)C(O)CO,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,98
public,282,HEDRZPFGACZZDS-UHFFFAOYSA-N,HEDRZPFGACZZDS,ClC(Cl)Cl,other,ACYCLIC::other,852
public,283,HEFNNWSXXWATRW-JTQLQIEISA-N,HEFNNWSXXWATRW,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,carboxylic_acid,c1ccccc1,851
public,284,HFHFGHLXUCOHLN-UHFFFAOYSA-N,HFHFGHLXUCOHLN,Oc1ccccc1F,alcohol_or_phenol,c1ccccc1,849
public,285,HFPZCAJZSCWRBC-UHFFFAOYSA-N,HFPZCAJZSCWRBC,Cc1ccc(C(C)C)cc1,carbocyclic_aromatic,c1ccccc1,848
public,286,HFZWRUODUSTPEG-UHFFFAOYSA-N,HFZWRUODUSTPEG,Oc1ccc(Cl)cc1Cl,alcohol_or_phenol,c1ccccc1,847
public,287,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,HGBOYTHUEUWSSQ,CCCCC=O,aldehyde,ACYCLIC::aldehyde,16
public,288,HGCIXCUEYOPUTN-UHFFFAOYSA-N,HGCIXCUEYOPUTN,C1=CCCCC1,alkene_or_diene,C1=CCCCC1,30
public,289,HGINCPLSRVDWNT-UHFFFAOYSA-N,HGINCPLSRVDWNT,C=CC=O,aldehyde,ACYCLIC::aldehyde,846
public,290,HGUFODBRKLSHSI-UHFFFAOYSA-N,HGUFODBRKLSHSI,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,ether,c1ccc2c(c1)Oc1ccccc1O2,55
public,291,HHBZZTKMMLDNDN-UHFFFAOYSA-N,HHBZZTKMMLDNDN,CCC(C)OC(C)CC,ether,ACYCLIC::ether,845
public,292,HHOSMYBYIHNXNO-UHFFFAOYSA-N,HHOSMYBYIHNXNO,CC(C)CCC(C)(C)C,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,844
public,293,HHVIBTZHLRERCL-UHFFFAOYSA-N,HHVIBTZHLRERCL,CS(C)(=O)=O,other,ACYCLIC::other,843
public,294,HICYDYJTCDBHMZ-UHFFFAOYSA-N,HICYDYJTCDBHMZ,CC1=CCC2C3C1C2(C)CCCC3(C)C,alkene_or_diene,C1=CC2C3CCCCC2C3C1,842
public,295,HJAGHNRKHZQVEK-UHFFFAOYSA-N,HJAGHNRKHZQVEK,CCCCNCc1ccc(C)cc1,amine,c1ccccc1,14
public,296,HJOVHMDZYOCNQW-UHFFFAOYSA-N,HJOVHMDZYOCNQW,CC1=CC(=O)CC(C)(C)C1,ketone,O=C1C=CCCC1,841
public,297,HKAMKLBXTLTVCN-UHFFFAOYSA-N,HKAMKLBXTLTVCN,CCNc1nc(NCC)nc(OC)n1,ether,c1ncncn1,26
public,298,HLNDPICGHQGWSU-UHFFFAOYSA-N,HLNDPICGHQGWSU,COc1cc(C(C)=O)cc(-c2cc(C(C)=O)cc(OC)c2O)c1O,ketone,c1ccc(-c2ccccc2)cc1,840
public,299,HLQDGCWIOSOMDP-UHFFFAOYSA-N,HLQDGCWIOSOMDP,Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,carbocyclic_aromatic,c1ccc(-c2ccccc2)cc1,839
public,300,HLVFKOKELQSXIQ-UHFFFAOYSA-N,HLVFKOKELQSXIQ,CC(C)CBr,other,ACYCLIC::other,838
public,301,HLZKNKRTKFSKGZ-UHFFFAOYSA-N,HLZKNKRTKFSKGZ,CCCCCCCCCCCCCCO,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,3
public,302,HMNKTRSOROOSPP-UHFFFAOYSA-N,HMNKTRSOROOSPP,CCc1cccc(O)c1,alcohol_or_phenol,c1ccccc1,837
public,303,HMSWAIKSFDFLKN-UHFFFAOYSA-N,HMSWAIKSFDFLKN,CCCCCCCCCCCCCCCCCCCCCCCCCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,1
public,304,HMTSWYPNXFHGEP-UHFFFAOYSA-N,HMTSWYPNXFHGEP,Cc1ccc(CN)cc1,amine,c1ccccc1,836
public,305,HNBDRPTVWVGKBR-UHFFFAOYSA-N,HNBDRPTVWVGKBR,CCCCC(=O)OC,ester,ACYCLIC::ester,835
public,306,HNFSPSWQNZVCTB-UHFFFAOYSA-N,HNFSPSWQNZVCTB,CC(C)OC(C)(C)C,ether,ACYCLIC::ether,834
public,307,HNKJADCVZUBCPG-UHFFFAOYSA-N,HNKJADCVZUBCPG,CSc1ccccc1,sulfide_or_disulfide,c1ccccc1,833
public,308,HNRMPXKDFBEGFZ-UHFFFAOYSA-N,HNRMPXKDFBEGFZ,CCC(C)(C)C,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,832
public,309,HNVRRHSXBLFLIG-UHFFFAOYSA-N,HNVRRHSXBLFLIG,C=CC(C)(C)O,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,831
public,310,HONIICLYMWZJFZ-UHFFFAOYSA-N,HONIICLYMWZJFZ,C1CNC1,amine,C1CNC1,37
public,311,HORNXRXVQWOLPJ-UHFFFAOYSA-N,HORNXRXVQWOLPJ,Oc1cccc(Cl)c1,alcohol_or_phenol,c1ccccc1,830
public,312,HOWGUJZVBDQJKV-UHFFFAOYSA-N,HOWGUJZVBDQJKV,CCCCCCCCCCCCCCCCCCCCCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,1
public,313,HPNMFZURTQLUMO-UHFFFAOYSA-N,HPNMFZURTQLUMO,CCNCC,amine,ACYCLIC::amine,829
public,314,HPQURZRDYMUHJI-UHFFFAOYSA-N,HPQURZRDYMUHJI,CCCCCC1CCCC1,saturated_hydrocarbon,C1CCCC1,97
public,315,HPYNZHMRTTWQTB-UHFFFAOYSA-N,HPYNZHMRTTWQTB,Cc1cccnc1C,aromatic_heterocycle,c1ccncc1,828
public,316,HRVUKLBFRPWXPJ-UHFFFAOYSA-N,HRVUKLBFRPWXPJ,Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,ether,c1ccc2c(c1)Oc1ccccc1O2,827
public,317,HRYZWHHZPQKTII-UHFFFAOYSA-N,HRYZWHHZPQKTII,CCCl,other,ACYCLIC::other,826
public,318,HSCFCHRSKKXFQX-UHFFFAOYSA-N,HSCFCHRSKKXFQX,CCOc1ccc(C(=O)N(O)c2ccc(C)cc2)cc1,amide,O=C(Nc1ccccc1)c1ccccc1,825
public,319,HSFWRNGVRCDJHI-UHFFFAOYSA-N,HSFWRNGVRCDJHI,C#C,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,824
public,320,HSUIVCLOAAJSRE-UHFFFAOYSA-N,HSUIVCLOAAJSRE,COCCOC(=O)c1ccccc1C(=O)OCCOC,ester,c1ccccc1,823
public,321,HTHNTJCVPNKCPZ-UHFFFAOYSA-N,HTHNTJCVPNKCPZ,FC(F)=CCl,alkene_or_diene,ACYCLIC::alkene_or_diene,822
public,322,HTKIMWYSDZQQBP-UHFFFAOYSA-N,HTKIMWYSDZQQBP,O=[N+]([O-])OCCO,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,821
public,323,HTSABYAWKQAHBT-UHFFFAOYSA-N,HTSABYAWKQAHBT,CC1CCCC(O)C1,alcohol_or_phenol,C1CCCCC1,820
public,324,HUAZGNHGCJGYNP-UHFFFAOYSA-N,HUAZGNHGCJGYNP,CCCOC(=O)CCC,ester,ACYCLIC::ester,819
public,325,HUMNYLRZRPPJDN-UHFFFAOYSA-N,HUMNYLRZRPPJDN,O=Cc1ccccc1,aldehyde,c1ccccc1,818
public,326,HUPFGZXOMWLGNK-UHFFFAOYSA-N,HUPFGZXOMWLGNK,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,carboxylic_acid,c1ccc(-c2ccccc2)cc1,817
public,327,HVCFCNAITDHQFX-UHFFFAOYSA-N,HVCFCNAITDHQFX,CC(=O)C1CC1,ketone,C1CC1,76
public,328,HVTICUPFWKNHNG-UHFFFAOYSA-N,HVTICUPFWKNHNG,CCI,other,ACYCLIC::other,816
public,329,HVYWMOMLDIMFJA-UHFFFAOYSA-N,HVYWMOMLDIMFJA,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,alcohol_or_phenol,C1=C2CCCCC2C2CCC3CCCC3C2C1,56
public,330,HVZJRWJGKQPSFL-UHFFFAOYSA-N,HVZJRWJGKQPSFL,CCC(C)(C)OC,ether,ACYCLIC::ether,815
public,331,HWWYDZCSSYKIAD-UHFFFAOYSA-N,HWWYDZCSSYKIAD,Cc1cncc(C)c1,aromatic_heterocycle,c1ccncc1,814
public,332,HXDOZKJGKXYMEW-UHFFFAOYSA-N,HXDOZKJGKXYMEW,CCc1ccc(O)cc1,alcohol_or_phenol,c1ccccc1,813
public,333,HXJUTPCZVOIRIF-UHFFFAOYSA-N,HXJUTPCZVOIRIF,[O-][S+2]1([O-])CCCC1,other,C1CC[SH2+2]C1,812
public,334,HXVNBWAKAOHACI-UHFFFAOYSA-N,HXVNBWAKAOHACI,CC(C)C(=O)C(C)C,ketone,ACYCLIC::ketone,810
public,335,HYBBIBNJHNGZAN-UHFFFAOYSA-N,HYBBIBNJHNGZAN,O=Cc1ccco1,aldehyde,c1ccoc1,809
public,336,HYFLWBNQFMXCPA-UHFFFAOYSA-N,HYFLWBNQFMXCPA,CCc1ccccc1C,carbocyclic_aromatic,c1ccccc1,808
public,337,HYNGAVZPWWXQIU-UHFFFAOYSA-N,HYNGAVZPWWXQIU,C=C(C)C(CC=C(C)C)COC(C)=O,ester,ACYCLIC::ester,807
public,338,HYYBABOKPJLUIN-UHFFFAOYSA-N,HYYBABOKPJLUIN,Cc1cccc(Nc2ccccc2C(=O)O)c1C,carboxylic_acid,c1ccc(Nc2ccccc2)cc1,806
public,339,IAKOZHOLGAGEJT-UHFFFAOYSA-N,IAKOZHOLGAGEJT,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,ether,c1ccc(Cc2ccccc2)cc1,805
public,340,IAQRGUVFOMOMEM-UHFFFAOYSA-N,IAQRGUVFOMOMEM,CC=CC,alkene_or_diene,ACYCLIC::alkene_or_diene,804
public,341,IAVREABSGIHHMO-UHFFFAOYSA-N,IAVREABSGIHHMO,O=Cc1cccc(O)c1,aldehyde,c1ccccc1,803
public,342,IAYPIBMASNFSPL-UHFFFAOYSA-N,IAYPIBMASNFSPL,C1CO1,ether,C1CO1,21
public,343,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,IAZDPXIOMUYVGZ,CS(C)=O,other,ACYCLIC::other,802
public,344,IBSQPLPBRSHTTG-UHFFFAOYSA-N,IBSQPLPBRSHTTG,Cc1ccccc1Cl,carbocyclic_aromatic,c1ccccc1,801
public,345,IBVJWOMJGCHRRW-UHFFFAOYSA-N,IBVJWOMJGCHRRW,CC1=CC2C(CC1)C2(C)C,alkene_or_diene,C1=CC2CC2CC1,62
public,346,IBXNCJKFFQIKKY-UHFFFAOYSA-N,IBXNCJKFFQIKKY,C#CCCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,800
public,347,IBYHHJPAARCAIE-UHFFFAOYSA-N,IBYHHJPAARCAIE,ClCCBr,other,ACYCLIC::other,799
public,348,ICMAFTSLXCXHRK-UHFFFAOYSA-N,ICMAFTSLXCXHRK,CCCCC(=O)OCC,ester,ACYCLIC::ester,10
public,349,ICOAEPDGFWLUTI-UHFFFAOYSA-N,ICOAEPDGFWLUTI,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,carbocyclic_aromatic,c1ccc(-c2ccccc2)cc1,798
public,350,IDKMFABKPPHDBI-UHFFFAOYSA-N,IDKMFABKPPHDBI,COc1c(Cl)cc(Cl)c(OC)c1O,alcohol_or_phenol,c1ccccc1,797
public,351,IECKAVQTURBPON-UHFFFAOYSA-N,IECKAVQTURBPON,COC(OC)(OC)c1ccccc1,ether,c1ccccc1,796
public,352,IEJIGPNLZYLLBP-UHFFFAOYSA-N,IEJIGPNLZYLLBP,COC(=O)OC,ester,ACYCLIC::ester,795
public,353,IGODOXYLBBXFDW-UHFFFAOYSA-N,IGODOXYLBBXFDW,CC(=O)OC(C)(C)C1CC=C(C)CC1,ester,C1=CCCCC1,794
public,354,IHPKGUQCSIINRJ-UHFFFAOYSA-N,IHPKGUQCSIINRJ,C=CC(C)=CCC=C(C)C,alkene_or_diene,ACYCLIC::alkene_or_diene,793
public,355,IIEWJVIFRVWJOD-UHFFFAOYSA-N,IIEWJVIFRVWJOD,CCC1CCCCC1,saturated_hydrocarbon,C1CCCCC1,792
public,356,IISBACLAFKSPIT-UHFFFAOYSA-N,IISBACLAFKSPIT,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,alcohol_or_phenol,c1ccc(Cc2ccccc2)cc1,791
public,357,IIYFAKIEWZDVMP-UHFFFAOYSA-N,IIYFAKIEWZDVMP,CCCCCCCCCCCCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,1
public,358,IJFPVINAQGWBRJ-UHFFFAOYSA-N,IJFPVINAQGWBRJ,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,ester,c1ccccc1,6
public,359,IJFXRHURBJZNAO-UHFFFAOYSA-N,IJFXRHURBJZNAO,O=C(O)c1cccc(O)c1,carboxylic_acid,c1ccccc1,78
public,360,IJGRMHOSHXDMSA-UHFFFAOYSA-N,IJGRMHOSHXDMSA,N#N,other,ACYCLIC::other,789
public,361,IKCLCGXPQILATA-UHFFFAOYSA-N,IKCLCGXPQILATA,O=C(O)c1ccccc1Cl,carboxylic_acid,c1ccccc1,788
public,362,IKYICRRUVNIHPP-UHFFFAOYSA-N,IKYICRRUVNIHPP,CCNc1nc(NC(C)C(C)C)nc(SC)n1,amine,c1ncncn1,25
public,363,ILPNRWUGFSPGAA-UHFFFAOYSA-N,ILPNRWUGFSPGAA,CCCC(=O)CC(C)=O,ketone,ACYCLIC::ketone,17
public,364,IMFACGCPASFAPR-UHFFFAOYSA-N,IMFACGCPASFAPR,CCCCN(CCCC)CCCC,amine,ACYCLIC::amine,785
public,365,IMNDHOCGZLYMRO-UHFFFAOYSA-N,IMNDHOCGZLYMRO,CN(C)C(=O)c1ccccc1,amide,c1ccccc1,784
public,366,IMNFDUFMRHMDMM-UHFFFAOYSA-N,IMNFDUFMRHMDMM,CCCCCCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,1
public,367,INQOMBQAUSQDDS-UHFFFAOYSA-N,INQOMBQAUSQDDS,CI,other,ACYCLIC::other,783
public,368,IOQPZZOEVPZRBK-UHFFFAOYSA-N,IOQPZZOEVPZRBK,CCCCCCCCN,amine,ACYCLIC::amine,9
public,369,IPBVNPXQWQGGJP-UHFFFAOYSA-N,IPBVNPXQWQGGJP,CC(=O)Oc1ccccc1,ester,c1ccccc1,782
public,370,IPJDXQYLAATRJK-UHFFFAOYSA-N,IPJDXQYLAATRJK,COC(CC#N)(OC)OC,ether,ACYCLIC::ether,781
public,371,IPKKHRVROFYTEK-UHFFFAOYSA-N,IPKKHRVROFYTEK,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,ester,c1ccccc1,2
public,372,IQUPABOKLQSFBK-UHFFFAOYSA-N,IQUPABOKLQSFBK,O=[N+]([O-])c1ccccc1O,alcohol_or_phenol,c1ccccc1,780
public,373,IRAQOCYXUMOFCW-UHFFFAOYSA-N,IRAQOCYXUMOFCW,CC1=CCC23CC1C(C)(C)C2CCC3C,alkene_or_diene,C1=CC2CC3CCCC3(C1)C2,779
public,374,IRCZVRWQUNZGSH-UHFFFAOYSA-N,IRCZVRWQUNZGSH,C=C1CCC2C(C)CCC3C(C12)C3(C)C,alkene_or_diene,C=C1CCC2CCCC3CC3C12,778
public,375,IRIAEXORFWYRCZ-UHFFFAOYSA-N,IRIAEXORFWYRCZ,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,ester,O=C(OCc1ccccc1)c1ccccc1,2
public,376,IROINLKCQGIITA-UHFFFAOYSA-N,IROINLKCQGIITA,CCNc1nc(NC(C)(C)C)nc(SC)n1,amine,c1ncncn1,777
public,377,IRUDSQHLKGNCGF-UHFFFAOYSA-N,IRUDSQHLKGNCGF,C=C(C)CCCC,alkene_or_diene,ACYCLIC::alkene_or_diene,776
public,378,ISAOCJYIOMOJEB-UHFFFAOYSA-N,ISAOCJYIOMOJEB,O=C(c1ccccc1)C(O)c1ccccc1,ketone,O=C(Cc1ccccc1)c1ccccc1,775
public,379,ISEUFVQQFVOBCY-UHFFFAOYSA-N,ISEUFVQQFVOBCY,COc1nc(NC(C)C)nc(NC(C)C)n1,ether,c1ncncn1,26
public,380,ISPYQTSUDJAMAB-UHFFFAOYSA-N,ISPYQTSUDJAMAB,Oc1ccccc1Cl,alcohol_or_phenol,c1ccccc1,774
public,381,ISTJMQSHILQAEC-ZCFIWIBFSA-N,ISTJMQSHILQAEC,CC[C@@H](O)C(C)C,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,773
public,382,ISWXYJQANHQYSR-UHFFFAOYSA-N,ISWXYJQANHQYSR,CC(=O)CO[N+](=O)[O-],ketone,ACYCLIC::ketone,771
public,383,ITQTTZVARXURQS-UHFFFAOYSA-N,ITQTTZVARXURQS,Cc1cccnc1,aromatic_heterocycle,c1ccncc1,770
public,384,ITVQAKZNYJEWKS-UHFFFAOYSA-N,ITVQAKZNYJEWKS,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],amine,c1ccc(NCC2CC2)cc1,32
public,385,IUTPYMGCWINGEY-UHFFFAOYSA-N,IUTPYMGCWINGEY,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,carbocyclic_aromatic,c1ccc(-c2ccccc2)cc1,768
public,386,IVSZLXZYQVIEFR-UHFFFAOYSA-N,IVSZLXZYQVIEFR,Cc1cccc(C)c1,carbocyclic_aromatic,c1ccccc1,94
public,387,IWEDIXLBFLAXBO-UHFFFAOYSA-N,IWEDIXLBFLAXBO,COc1c(Cl)ccc(Cl)c1C(=O)O,carboxylic_acid,c1ccccc1,766
