molecule_id,partition,repeat,split_seed,fold,complete_three_point_curve
QQZOPKMRPOGIEB-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
QTBSBXVTEAMEQO-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
XBDQKXXYIPTUBI-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
FERIUCNNQQJTOY-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
UHOVQNZJYSORNB-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
UFWIBTONFRDIAS-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
MWPLVEDNUUSJAV-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
IFLREYGFSNHWGE-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
BBEAQIROQSPTKN-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
YNPNZTXNASCQKK-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
YXFVVABEGXRONW-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
IWDCLRJOBJJRNH-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
RLSSMJSEOOYNOY-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
QWVGKYWNOKOFNN-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
XLYOFNOQVPJJNP-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
OKKJLVBELUTLKV-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
BDERNNFJNOPAEC-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
KFZMGEQAYNKOFK-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
LRHPLDYGYMQRHN-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
BTANRVKWQNVYAZ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
DKGAVHZHDRPRBM-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
AMQJEAYHLZJPGS-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
MSXVEPNJUHWQHW-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
JYVLIDXNZAXMDK-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
AQIXEPGDORPWBJ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
HPXRVTGHNJAIIH-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
KBPLFHHGFOOTCA-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
XEKOWRVHYACXOJ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
RJUFJBKOKNCXHH-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
YKYONYBAUNKHLG-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
DKPFZGUDAPQIHT-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
DLFVBJFMPXGRIB-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
FXHOOIRPVKKKFG-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
QLNJFJADRCOGBJ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
LSDPWZHWYPCBBB-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
DNJIEGIFACGWOD-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
SUVIGLJNEAMWEG-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
WQAQPCDUOCURKW-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
QMMFVYPAHWMCMS-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
LJSQFQKUNVCTIA-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
WXEHBUMAEPOYKP-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
WQOXQRCZOLPYPM-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
RAXXELZNTBOGNW-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
KAESVJOAVNADME-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
JUJWROOIHBZHMG-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
